Group,SubGroup,Information Text,Source(url),Source_Type,Lookup_Key
Admission/Application,Decision_Types/Outcomes,"Early Decision I and II:If Northeastern is your number one college choice, and you are committed to attending if admitted, Early Decision is the admissions program that is right for you. Early Decision is ideal for students who are confident that we are the right fit—academically, socially, and financially. Early Decision (ED) applicants will be bound to their top preference if admitted into that program. This policy is true for any of our five first-year enrollment opportunities and if students select open to all opportunities. ED applicants will not be bound to an enrollment program if admitted into a program that was not their first-choice preference—a non-binding decision would be issued. All applicants are asked for their program preferences in the institution specific section of the application. You will have two opportunities to apply for Early Decision consideration: by November 1 for Early Decision I or by January 1 for Early Decision II. Early Decision II allows students who realize that Northeastern is their first choice later in the application process to demonstrate that interest.

Early Action: Choose Early Action if Northeastern is a top choice—and you feel you can put your best foot forward at this earlier date since the Admissions Committee will not see your senior year grades or late fall standardized testing. Early Action is non-binding.  

Regular Decision: Choose Regular Decision if you would like to have additional time to put the finishing touches on your application and for the Admissions Committee to review information from the first semester of your senior year in your application. Regular Decision is non-binding.

Decision Outcomes: For first-year applicants, once you submit your application, you will receive one of the following admissions decisions:
Starting at Northeastern’s Boston campus  ,Starting at Northeastern’s Oakland campus  ,Admission to The N.U.in Program: first semester at a global partner institution, Admission to London Scholars: first year at Northeastern's London campus, Admission to New York City Scholars: first year at the Marymount Manhattan College campus , Admission to NU Immerse: a yearlong program for English language acquisition, Admission to Foundation Year: a yearlong program for selected students from the City of Boston, Defer, Waitlist, Deny",https://admissions.northeastern.edu/application-information/admissions-deadlines-decisions/,Official,Admission_Application_Decision_Types_Outcomes
Admission/Application,Dates/Deadlines,"Early Decision: Early Decision I Application Deadline: November 1  , Early Decision I Decision Notification: By January 1, Early Decision II Application Deadline: January 1  , Early Decision II Decision Notification: By March 1

Early Action: Application Deadline: November 1 ,Decision Notification: By February 15 

Regular Decision: Application Deadline: January 1 , Decision Notification: By April 1

FAFSA/CSS Submission Deadlines: Early Decision I: November 15 , Early Action: December 1 , Early Decision II: January 15 , Regular Decision: February 15 ,Fall Transfer: April 15 , Spring Transfer: October 15",https://admissions.northeastern.edu/application-information/admissions-deadlines-decisions/,Official,Admission_Application_Dates_Deadlines
Admission/Application,Portal_Info,"Create your application through The Common Application or the Coalition Application (we accept both). Once you have created your application, please select Northeastern University to directly submit your application to us.",https://admissions.northeastern.edu/,Official,Admission_Application_Portal_Info
Admission/Application,Application_Materials,"General Application: You may submit either the Common Application or Coalition Application. Your application must be submitted by the deadline, along with either the non-refundable application fee ($75) or a fee waiver request.

Transcripts:Your Official High School Transcript must be submitted to Northeastern by your counselor or another school official. Transcripts should include any final grades from grades 9, 10, and 11; first trimester or first semester grades should be sent when they become available. Your high school should submit the Mid-Year Report if you were deferred to Regular Decision. If you are applying from a high school with non-traditional grading policies or narrative evaluations instead of traditional grades, you are required to submit your narrative reports in order for your application to be complete.If you have been out of high school for more than one year, you are still required to submit your most recent transcript.
If you earned your GED, you must submit an official GED score report, along with your high school transcript through the final year you completed.

Advanced Credits: Freshman are eligible to receive credit from Advanced Placement (AP) or International Baccalaureate (IB) examinations, or from certain international maturity certificate examinations. If you received credit for any courses completed at a college or university, you must request for an official college or university transcript to be sent directly to Northeastern.

School Report: The School Report, which is sent by your school counselor, highlights what is offered by your school academically and provides context to the high school transcript. A School Report will detail class rank, GPA scaling, curriculum, and unique opportunities or extra-curricular activities offered by the high school. Some schools have their own version of the form, which we also accept, but most schools use the NACAC or Common Application school report forms.

Recommendation Letters: We require one teacher recommendation and one school counselor recommendation. If someone else has written on your behalf and offers a different viewpoint, you may submit 1-2 additional recommendations if you would like, but please know that due to the number of applications we receive we may not be able to consider all of them as part of our evaluation. 

English Language Proficency: All first-year and transfer applicants, regardless of citizenship, must demonstrate proficiency in English to be considered for admission to Northeastern. You can complete the requirement in the following ways: 1-You are a native English speaker. 2-You are a non-native English speaker, and you submit official results from a valid English Language Test. Northeastern will accept the following: -C1 Advanced or C2 Proficiency (Cambridge English) -Duolingo English Test (DET)-IELTS Academic -PTE Academic-TOEFL Internet-based Test (Northeastern will accept either the in-person iBT completed in a test center, or the online iBT Home Edition. Northeastern’s TOEFL Code is 3667.)
3-You are a non-native English speaker, and immediately before enrolling at Northeastern, you will complete 4 consecutive, full-time academic years in high schools and universities where native English was the primary instructional language for all courses except foreign language acquisition courses.

Standardized Test Results (Optional): All complete applications will be fully considered for admission to Northeastern. Northeastern University is test-optional and does not require applicants to submit standardized testing to be considered for admission. If you choose to apply without standardized testing, you will not be penalized or disadvantaged. If you choose to submit standardized testing, you may submit the SAT (CEEB Code 3667) ACT (College Code 1880) or both. Northeastern super-scores and will only consider your best score between the two types of tests.

Creative Portfolio (Encouraged for CAMD applicants): If you are applying to the College of Arts, Media and Design, you are encouraged to submit a portfolio under your Application Status Check after applying to Northeastern. Applicants are encouraged to complete all forms, including Academic Profile, Media Uploads, and Personal Statement (500-word limit). Please only submit one portfolio. Additional submissions will not be reviewed. 

Financial Aid Requirements: If you are a U.S. Citizen, U.S. Permanent Resident or eligible noncitizen applying for need-based financial aid, you must submit the FAFSA and CSS Profile.",https://admissions.northeastern.edu/application-information/required-materials/,Official,Admission_Application_Application_Materials
Admission/Application,Financial_Aid,"Four methods of meeting the cost of your education: Paying from your family income and savings, The Northeastern University Monthly Payment Plan, administered by Flywire, Financial aid, Supplemental loans.

Determining Award Amounts: Your offer of financial assistance is based on a number of factors. We begin with the estimated cost of education. From this, we subtract the Expected Family Contribution (EFC), which is calculated from information you submitted on the FAFSA and CSS Profile forms, to arrive at your financial need. We are dedicated to meeting the full demonstrated need for each incoming domestic financial aid applicant. Information reported on your financial aid application materials, including the FAFSA and CSS Profile, is used to determine a student's eligibility for available forms of financial assistance. Financial aid offers for first-year students are released in coordination with their offer of admission, provided all required financial aid application materials have been received. In some cases, additional documents may be requested in addition to the FAFSA and CSS Profile. If necessary, we will review and recalculate your aid eligibility using the correct data. In the event there is a change in your financial aid award, a revised offer of financial assistance will be sent to you.

Merit Scholarships:In addition to its generous need-based financial aid program, Northeastern University awards merit scholarships to select students. All first-year applicants who apply for undergraduate admission to Northeastern no later than the Regular Decision deadline of January 1 are considered for merit scholarships, which range in amount. All fall first-year students admitted to Northeastern University London are considered for the Achievement Award in recognition of outstanding academic achievement and our expectation of superior performance.

Need-based grants and scholarships: They are awarded by the university based on information submitted in a student's financial aid application. Most grants and non-merit scholarships funded by Northeastern require that a student demonstrate financial need.

Federal Pell Grants: Federal Pell Grants are available to undergraduate students who have not yet earned a bachelor’s or professional degree. As a program targeted to high need students, eligibility for the Federal Pell Grant depends upon your Expected Family Contribution (EFC). Your EFC is calculated utilizing a formula established by Congress when your Free Application for Federal Student Aid (FAFSA) is processed. Beginning with the Fall 2021 entering class, undergraduate day students who qualify for a federal Pell Grant will have their full demonstrated need met through a combination of grants, scholarships, and work-study from federal, state, and institutional resources. Financial aid awards for eligible Pell Grant recipients will not include Federal Direct loans. In place of Federal Direct Loans, qualifying students will be awarded a Northeastern University Access Grant.* Students who enroll for the Fall 2021 class and qualify for the Federal Pell Grant during future undergraduate academic years, will continue to receive the Northeastern University Access Grant, in place of Federal Direct Loans. Please note that eligibility for the Federal Pell Grant is determined each academic year, based upon established financial and academic criteria. Federal Pell Grant eligibility is determined by your enrollment status ((full-time, 3/4 time, 1/2 time, less than 1/2 time). The maximum a student may receive for the 2024-2025 academic year was $7,395.

Supplemental Education Opportunity Grant:This grant is awarded directly from Student Financial Services to students who demonstrate exceptional need.

State Grants: Many states offer support to students who meet specific qualifications. If we have added a state grant to your award, it reflects our best estimate of your eligibility.

Federal Direct Subsidized and Unsubsidized Loans: These may be subsidized, unsubsidized, or a combination of both. With a need-based subsidized loan, the federal government pays the interest that accrues while you are in school. On a non-need-based unsubsidized loan, interest accrues while you are in school.


Supplemental Financing: There are a number of educational loan programs available to assist you in covering your expenses over and above any financial aid that may be awarded to you. Talk to Student Financial Services if you have questions about these options.

Federal Work-Study: This program assists students in securing part-time employment on campus, or at an approved off-campus agency, to help pay for incidental expenses during the year.",https://admissions.northeastern.edu/cost-financial-aid/financial-aid-for-admitted-students/,Official,Admission_Application_Financial_Aid
Admission/Application,Estimated_Cost,"Below are costs for the 2025-2026 academic year by enrollment program. We encourage you visit studentfinance.northeastern.edu to use one of our financial calculators to understand your estimated costs better.

For first-year students on our Boston and Oakland campuses.
Estimated Annual Direct and Indirect Costs: $94,137 (Boston), $94,582 (Oakland)
Tuition - $67,990 
Fees - $1,299 (Boston), $1,744 (Oakland) 
Housing* - $13,148 
Food* - $8,900
Books and course materials** - $1,000
Personal expenses** - $900
Transportation** - $900
* - These figures vary based on selected housing and dining options.
** - These figures are estimated and not billed directly by Northeastern.

General Statistics related to aid to consider: 
-70%+ of first-year students receive financial aid, including merit scholarships and grants.
-$470M in institutional aid will be awarded to undergraduate students in the 2024-2025 academic year.
-50%of Northeastern students graduate with no debt.

Links to financial calculators:
https://studentfinance.northeastern.edu/myintuition/?_gl=1*147gd5t*_gcl_au*MjA0NzI1MDMzNC4xNzcyNjYyNDMy
https://npc.collegeboard.org/app/northeastern",https://admissions.northeastern.edu/cost-financial-aid/,Official,Admission_Application_Estimated_Cost
Admission/Application,Tours,"What to Expect For the Main Tours:
1-Information Sessions: This session will offer a high-level overview of Northeastern’s experienced-powered approach to education, the student experience, and the admissions and financial aid process.
2-Campus Tours:Following the information session is a Husky Ambassador-led tour of our Boston or Oakland campus. These 60-minute tours showcase our academic facilities, university housing, and award-winning green spaces.

Virtual College and Program Sessions:
Interested in a closer look at the student experience at Northeastern? Join one of our upcoming virtual sessions hosted by our Admissions team and representatives from across the university! These sessions are a great way to learn more about Northeastern's rigorous academics, expansive global network, experiential learning opportunities, and vibrant student life.

Interactive Virtual Tour: Take a stroll through our Boston campus with our interactive virtual tour. Explore our academic facilities, student housing, and award-winning green spaces, guided by a Husky Ambassador.

Campus Tour Video Collection: Experience a tour of the Boston campus hosted by two of Northeastern’s Husky Ambassadors. Learn about academic, research, and co-op opportunities available to our students. Hear about student experiences such as joining one of our 500+ student clubs and organizations in Boston, capturing photos of everyday life in Cuba, or living in Australia. During our residence hall tour, you will see an example of a student’s room, hear about our Living Learning Communities, and learn more about the various dining options on and off campus.",https://admissions.northeastern.edu/visit/virtual-visit-experience/|https://apply.northeastern.edu/portal/campus-visit?utm_source=ugadmissionswebsite&utm_medium=web&utm_campaign=campusvisit&utm_term=fa24&utm_content=Visit&_gl=1*1bvuhvy*_gcl_au*MjA0NzI1MDMzNC4xNzcyNjYyNDMy,Official,Admission_Application_Tours
Admission/Application,Acceptance_Criteria_Stats,"Middle 50% range ACT score of admitted students: 33-35
Middle 50% range SAT score of admitted students: 1480-1540
Middle 50% range GPA of admitted students: 4.2-4.5

General Guidance: Students are recommended, at minimum, to complete four years of English, two years of history, two years of the same foreign language, three years of science, and three years of math. Our most competitive applicants will have completed four years of all five major subjects, or perhaps dropped one subject as a senior to double up on equally rigorous courses in another subject. Applicants to the College of Engineering must have taken physics, chemistry, and precalculus.

That being said, the Admissions Committee evaluates the student within the context of their school and what their school offers — this means that if a school has different graduation requirements, it’s fine if the number of courses does not match the recommended courses above.",https://admissions.northeastern.edu/application-information/,Official,Admission_Application_Acceptance_Criteria_Stats
Admission/Application,Contact_Info,"Tours: visitorcenter@northeastern.edu

Admissions General: admissions@northeastern.edu
617.373.2200

Financial Aid: 617.373.3190

Mailing Adress:
Transcripts and recommendations that cannot be sent electronically should be sent to:
Northeastern University
Application Processing Center
P.O. Box 8210
Portsmouth, NH 03802

Application fees, application fee waiver requests, FedEx, UPS, or Priority mail packages, and Declaration and Certification of Finances Forms should be sent to:
The Office of Undergraduate Admissions
101 Belvidere, 3rd Floor
Northeastern University
Boston, MA 02115-5000 USA

Test scores should be submitted electronically.",https://studentfinance.northeastern.edu/contact-us/|https://admissions.northeastern.edu/visit/visit-campus/|https://admissions.northeastern.edu/visit/contact/|https://admissions.northeastern.edu/about-northeastern/the-northeastern-advantage/,Official,Admission_Application_Contact_Info
Admission/Application,AP_Credit_Lookup,See attached pdf link,https://admissions.northeastern.edu/wp-content/uploads/2025/05/FA26-AP-Transfer-Credit.pdf,Official,Admission_Application_AP_Credit_Lookup
Admission/Application,Enrollment,"First Pay your nonrefundable enrollment deposit as stated by your Terms of Admission must be paid to reserve a place at Northeastern. This secures your enrollment and transition activities. There is not a separate deposit for housing. Once your enrollment deposit has been received, you will receive information about the timeline and process to complete your housing application and roommate compatibility survey.

After you submit your deposit, please send the following information through your Application Status Check as soon as possible:
Final high school transcript (required)
Advanced Placement test results(if applicable)
International Baccalaureate exam results(if applicable)
New or updated SAT/ACT scores (if applicable)
National Merit Finalist, National Achievement or
National Hispanic documentation (if applicable)
Official secondary-school national exam results(if applicable)
Updated TOEFL/IELTS results (if applicable)

Overall steps after deciding to enroll:Without exception, all students must successfully complete their current academic program and submit all final transcripts. High school students must also submit proof of graduation, which is typically found on the final high school transcript. Failure to submit your final high school transcript may impact your financial aid or scholarship award. Failure to successfully complete your current academic program in good standing could result in a decision to rescind your offer of admission. Disciplinary issues that have occurred since admission, at Northeastern’s New Student Orientation programs, during Move-In, or prior to the official start of the semester, must be fully disclosed as part of the terms of admissions. Northeastern reserves the right to rescind your offer of admission or engage in any appropriate disciplinary action related to these issues.

Student requesting deferment: In general, students who have paid their enrollment deposit may request to defer their enrollment one time for a maximum of one year for reasons such as travel, medical conditions, military obligations, or work. Students may not take any classes for academic credit during the deferral period. Requests are reviewed and granted on a case-by-case basis. Students who are granted a deferral must submit a nonrefundable deferral deposit to secure their place for the future term. Deferral requests must be submitted by June 1 for students admitted to the N.U.in, London Scholars, or New York City Scholars Programs and by July 1 for students admitted to the Boston or Oakland campuses. All requests can be submitted through the request link on your Application Status Check. Students admitted to the NU Immerse or Foundation Year programs are not eligible to defer their enrollment.",https://admissions.northeastern.edu/application-information/frequently-asked-admissions-questions/,Official,Admission_Application_Enrollment
